sigmoid_colon	stomach
ENSG00000157851	0.02	0.00
ENSG00000157856	0.00	0.00
ENSG00000157869	0.91	0.41
ENSG00000157870	0.24	0.19
ENSG00000157873	1.06	6.77
ENSG00000157881	0.76	0.49
ENSG00000157884	0.00	0.00
ENSG00000157890	0.00	0.00
ENSG00000157895	0.36	0.96
ENSG00000157911	0.45	0.59
ENSG00000157916	1.54	1.62
ENSG00000157927	0.17	0.13
ENSG00000157933	0.53	0.42
ENSG00000157954	1.35	2.07
ENSG00000157978	0.27	1.66
ENSG00000157985	0.59	1.05
ENSG00000157992	0.01	0.95
ENSG00000157999	0.00	0.00
ENSG00000158006	0.24	0.56
ENSG00000158008	0.03	0.59
ENSG00000158014	0.00	0.00
ENSG00000158019	0.84	0.54
ENSG00000158022	0.06	0.00
ENSG00000158023	0.03	0.03
ENSG00000158042	0.56	0.28
ENSG00000158050	0.00	0.09
ENSG00000158055	0.00	0.00
ENSG00000158062	0.35	0.29
ENSG00000158077	0.01	0.00
ENSG00000158079	0.36	0.22
ENSG00000158089	0.00	0.26
ENSG00000158092	1.38	0.47
ENSG00000158104	0.01	0.00
ENSG00000158106	0.04	0.43
ENSG00000158109	1.39	0.97
ENSG00000158113	0.00	0.03
ENSG00000158122	0.43	0.20
ENSG00000158125	0.02	0.08
ENSG00000158156	0.15	0.11
ENSG00000158158	0.11	0.06
ENSG00000158161	0.22	0.40
ENSG00000158163	0.70	0.36
ENSG00000158164	0.01	0.00
ENSG00000158169	0.11	0.08
ENSG00000158186	0.82	0.24
ENSG00000158195	1.24	1.85
ENSG00000158201	0.30	0.28
ENSG00000158220	0.49	0.16
ENSG00000158234	0.43	0.00
ENSG00000158246	2.89	0.75
ENSG00000158258	0.19	0.12
ENSG00000158270	0.49	0.18
ENSG00000158286	0.22	1.67
ENSG00000158290	1.46	0.63
ENSG00000158292	0.15	0.04
ENSG00000158296	0.07	0.04
ENSG00000158301	0.42	0.08
ENSG00000158315	0.00	0.00
ENSG00000158321	1.21	0.70
ENSG00000158352	0.12	0.06
ENSG00000158373	6.30	7.39
ENSG00000158402	0.00	0.00
ENSG00000158406	15.42	12.87
ENSG00000158411	0.76	2.94
ENSG00000158417	1.10	1.73
ENSG00000158423	0.01	0.00
ENSG00000158427	0.16	0.00
ENSG00000158428	0.00	0.00
ENSG00000158435	0.60	1.60
ENSG00000158445	0.34	0.47
ENSG00000158457	0.17	0.19
ENSG00000158458	0.18	0.06
ENSG00000158467	0.48	1.42
ENSG00000158470	0.60	0.57
ENSG00000158473	0.06	0.00
ENSG00000158477	0.00	0.00
ENSG00000158480	0.06	0.32
ENSG00000158481	0.03	0.00
ENSG00000158483	0.06	0.11
ENSG00000158485	0.01	0.00
ENSG00000158486	0.00	0.00
ENSG00000158488	0.02	0.00
ENSG00000158497	0.00	0.00
ENSG00000158516	0.00	1.46
ENSG00000158517	0.20	0.16
ENSG00000158525	0.00	0.00
ENSG00000158526	0.82	0.94
ENSG00000158528	1.23	0.52
ENSG00000158545	0.46	7.01
ENSG00000158552	1.28	0.66
ENSG00000158553	0.00	0.00
ENSG00000158555	0.12	1.29
ENSG00000158560	1.07	0.37
ENSG00000158571	0.03	0.00
ENSG00000158578	0.00	0.00
ENSG00000158604	3.20	5.25
ENSG00000158615	1.12	0.97
ENSG00000158623	0.36	1.12
ENSG00000158636	0.81	4.16
ENSG00000158639	0.00	0.00
ENSG00000158669	0.93	1.32
ENSG00000158683	0.02	0.00
ENSG00000158691	0.21	0.16
ENSG00000158710	3.08	2.28
ENSG00000158711	0.59	0.18
ENSG00000158714	0.14	0.10
ENSG00000158715	0.02	0.10
ENSG00000158716	1.61	0.08
ENSG00000158717	0.60	0.26
ENSG00000158747	2.08	1.87
ENSG00000158748	0.00	0.00
ENSG00000158764	0.00	0.00
ENSG00000158769	0.14	0.36
ENSG00000158773	1.76	1.46
ENSG00000158786	0.00	0.00
ENSG00000158792	0.10	0.56
ENSG00000158793	1.09	0.88
ENSG00000158796	0.84	0.59
ENSG00000158805	0.41	9.39
ENSG00000158806	0.04	0.06
ENSG00000158813	0.10	0.07
ENSG00000158815	0.00	0.00
ENSG00000158816	0.00	0.00
ENSG00000158825	0.12	0.00
ENSG00000158828	4.56	0.81
ENSG00000158850	0.30	0.34
ENSG00000158856	1.90	0.22
ENSG00000158859	0.37	0.02
ENSG00000158863	0.69	3.79
ENSG00000158864	2.24	1.93
ENSG00000158865	0.00	0.00
ENSG00000158869	1.72	0.10
ENSG00000158874	0.00	0.00
ENSG00000158882	0.45	0.04
ENSG00000158887	0.28	0.00
ENSG00000158901	0.00	0.00
ENSG00000158941	1.67	3.23
ENSG00000158955	0.00	0.00
ENSG00000158966	0.19	0.15
ENSG00000158985	0.94	0.53
ENSG00000158987	0.45	0.40
ENSG00000159023	0.95	1.22
ENSG00000159055	0.18	0.00
ENSG00000159063	0.74	0.44
ENSG00000159069	4.85	4.74
ENSG00000159079	0.67	0.43
ENSG00000159082	0.24	0.02
ENSG00000159086	1.25	2.25
ENSG00000159110	0.40	0.32
ENSG00000159111	1.66	0.55
ENSG00000159128	1.16	1.15
ENSG00000159131	1.50	2.84
ENSG00000159140	5.71	5.33
ENSG00000159147	0.18	0.06
ENSG00000159164	0.18	0.06
ENSG00000159166	0.01	0.53
ENSG00000159167	0.02	0.00
ENSG00000159173	0.00	0.00
ENSG00000159176	183.06	48.56
ENSG00000159182	0.00	0.00
ENSG00000159184	0.01	0.00
ENSG00000159189	5.89	1.59
ENSG00000159197	0.00	0.88
ENSG00000159199	2.61	4.19
ENSG00000159200	0.60	0.72
ENSG00000159202	1.57	0.74
ENSG00000159208	0.43	0.06
ENSG00000159210	2.66	0.78
ENSG00000159212	0.02	1.45
ENSG00000159214	0.11	0.15
ENSG00000159216	0.16	1.87
ENSG00000159217	0.01	0.00
ENSG00000159224	0.00	0.00
ENSG00000159228	2.88	3.15
ENSG00000159231	0.37	0.24
ENSG00000159239	0.05	0.06
ENSG00000159248	0.00	0.00
ENSG00000159251	0.01	0.10
ENSG00000159256	1.26	0.57
ENSG00000159259	0.01	0.03
ENSG00000159261	0.00	0.00
ENSG00000159263	0.00	0.35
ENSG00000159267	0.38	0.28
ENSG00000159289	0.00	0.00
ENSG00000159307	0.01	0.18
ENSG00000159314	0.28	1.01
ENSG00000159322	0.68	1.41
ENSG00000159335	7.56	0.51
ENSG00000159337	0.00	0.00
ENSG00000159339	0.00	0.00
ENSG00000159346	1.95	2.22
ENSG00000159348	1.08	1.12
ENSG00000159352	5.48	1.83
ENSG00000159363	0.44	5.59
ENSG00000159374	0.01	0.00
ENSG00000159377	7.81	2.50
ENSG00000159387	0.00	0.00
ENSG00000159388	1.86	2.87
ENSG00000159398	0.00	0.00
ENSG00000159399	0.05	0.23
ENSG00000159403	11.94	2.53
ENSG00000159409	0.12	0.00
ENSG00000159423	0.36	0.11
ENSG00000159433	1.02	0.42
ENSG00000159445	0.45	0.02
ENSG00000159450	0.00	0.00
ENSG00000159455	0.00	0.00
ENSG00000159459	1.00	0.57
ENSG00000159461	3.87	0.99
ENSG00000159479	0.71	1.18
ENSG00000159495	0.00	0.00
ENSG00000159496	0.00	0.00
ENSG00000159516	0.00	0.00
ENSG00000159527	0.00	0.00
ENSG00000159556	0.18	0.03
ENSG00000159579	1.05	2.47
ENSG00000159588	0.04	0.37
ENSG00000159592	3.99	2.35
ENSG00000159593	1.44	0.10
ENSG00000159596	0.87	0.16
ENSG00000159618	0.01	0.00
ENSG00000159625	0.01	0.00
ENSG00000159640	0.05	0.08
ENSG00000159648	0.01	0.00
ENSG00000159650	0.00	0.00
ENSG00000159658	1.78	3.14
ENSG00000159674	2.50	0.73
ENSG00000159685	0.37	0.09
ENSG00000159692	3.18	5.10
ENSG00000159708	0.00	0.74
ENSG00000159713	0.40	0.13
ENSG00000159714	0.51	0.19
ENSG00000159720	3.15	2.28
ENSG00000159723	0.00	0.00
ENSG00000159733	0.12	1.99
ENSG00000159753	0.01	0.63
ENSG00000159761	0.24	1.87
ENSG00000159763	0.00	0.00
ENSG00000159784	0.44	0.00
ENSG00000159788	0.45	1.17
ENSG00000159792	0.39	2.10
ENSG00000159840	2.32	1.08
ENSG00000159842	1.05	3.70
ENSG00000159871	0.03	0.00
ENSG00000159873	0.93	0.28
ENSG00000159882	0.16	0.03
ENSG00000159884	1.99	0.67
ENSG00000159885	0.06	0.05
ENSG00000159899	0.57	0.07
ENSG00000159905	0.08	0.27
ENSG00000159915	0.21	0.00
ENSG00000159917	0.35	0.03
ENSG00000159921	0.73	0.62
ENSG00000159958	0.00	0.00
ENSG00000159961	0.00	0.00
ENSG00000160007	1.05	0.69
ENSG00000160013	0.11	0.13
ENSG00000160014	4.31	3.30
ENSG00000160049	0.46	0.24
ENSG00000160050	0.25	0.01
ENSG00000160051	0.05	0.00
ENSG00000160055	0.20	0.45
ENSG00000160058	1.49	1.29
ENSG00000160062	0.18	0.16
ENSG00000160072	0.41	1.44
ENSG00000160075	3.34	2.21
ENSG00000160087	0.95	1.87
ENSG00000160094	0.44	0.03
ENSG00000160097	0.07	0.02
ENSG00000160111	0.13	0.24
ENSG00000160113	0.66	0.79
ENSG00000160117	0.03	0.00
ENSG00000160124	0.23	0.68
ENSG00000160131	0.98	0.27
ENSG00000160145	0.49	2.99
ENSG00000160161	0.00	0.00
ENSG00000160179	0.55	0.94
ENSG00000160180	0.86	0.27
ENSG00000160181	0.00	3.41
ENSG00000160182	0.03	2.09
ENSG00000160183	0.00	0.01
ENSG00000160185	0.00	0.00
ENSG00000160188	0.00	0.20
ENSG00000160190	0.22	0.22
ENSG00000160191	2.46	0.70
ENSG00000160193	0.09	6.40
ENSG00000160194	1.52	0.76
ENSG00000160199	0.27	1.31
ENSG00000160200	0.23	0.44
ENSG00000160201	1.49	0.36
ENSG00000160202	0.00	0.00
ENSG00000160207	0.01	0.00
ENSG00000160208	0.41	0.44
ENSG00000160209	0.62	0.99
ENSG00000160211	0.64	0.54
ENSG00000160213	0.22	0.18
ENSG00000160214	0.29	0.41
ENSG00000160216	0.57	0.93
ENSG00000160218	0.55	1.05
ENSG00000160219	0.14	0.06
ENSG00000160221	0.97	1.69
ENSG00000160223	0.03	0.07
ENSG00000160224	0.00	0.00
ENSG00000160226	0.79	0.75
ENSG00000160229	0.11	0.50
ENSG00000160233	0.20	0.18
ENSG00000160255	1.23	0.17
ENSG00000160256	0.58	0.42
ENSG00000160271	1.12	1.49
ENSG00000160282	0.00	0.15
ENSG00000160284	0.23	0.28
ENSG00000160285	1.46	5.54
ENSG00000160293	0.18	0.15
ENSG00000160294	1.38	1.25
ENSG00000160298	0.04	0.02
ENSG00000160299	0.53	2.04
ENSG00000160305	0.64	2.67
ENSG00000160307	3.55	0.12
ENSG00000160310	3.25	1.89
ENSG00000160318	0.00	0.00
ENSG00000160321	0.49	0.01
ENSG00000160323	0.02	0.44
ENSG00000160325	0.27	0.35
ENSG00000160326	0.04	0.33
ENSG00000160336	0.35	0.12
ENSG00000160339	0.00	0.00
ENSG00000160345	0.06	0.24
ENSG00000160349	0.00	0.00
ENSG00000160352	0.17	0.05
ENSG00000160360	0.14	0.33
ENSG00000160392	0.26	0.10
ENSG00000160396	0.01	0.00
ENSG00000160401	0.00	0.00
ENSG00000160404	0.24	0.17
ENSG00000160408	3.01	3.30
ENSG00000160410	0.94	0.61
ENSG00000160439	0.34	0.47
ENSG00000160445	1.27	1.26
ENSG00000160446	0.47	0.15
ENSG00000160447	0.09	0.20
ENSG00000160460	0.09	0.06
ENSG00000160469	0.11	1.01
ENSG00000160471	0.00	0.00
ENSG00000160472	0.00	0.00
ENSG00000160505	0.00	0.00
ENSG00000160539	0.41	0.04
ENSG00000160551	1.54	0.88
ENSG00000160563	0.43	0.16
ENSG00000160570	0.99	0.41
ENSG00000160584	1.00	2.20
ENSG00000160588	0.01	0.01
ENSG00000160593	0.17	0.52
ENSG00000160602	0.03	0.13
ENSG00000160606	0.02	0.01
ENSG00000160613	0.62	2.11
ENSG00000160633	1.54	13.61
ENSG00000160654	0.02	0.00
ENSG00000160678	0.21	0.00
ENSG00000160679	1.44	0.73
ENSG00000160683	0.00	0.00
ENSG00000160685	0.99	0.83
ENSG00000160688	0.65	1.31
ENSG00000160691	1.39	1.65
ENSG00000160695	0.96	4.28
ENSG00000160703	0.34	0.40
ENSG00000160710	2.05	2.57
ENSG00000160712	1.05	0.66
ENSG00000160714	0.54	3.08
ENSG00000160716	0.03	0.00
ENSG00000160741	0.39	0.18
ENSG00000160746	0.51	0.08
ENSG00000160752	2.40	0.62
ENSG00000160753	0.47	1.41
ENSG00000160767	0.44	0.44
ENSG00000160781	0.21	0.00
ENSG00000160783	1.49	0.36
ENSG00000160785	0.28	0.11
ENSG00000160789	5.27	13.51
ENSG00000160791	0.01	0.00
ENSG00000160796	0.27	12.30
ENSG00000160799	1.09	0.87
ENSG00000160801	0.10	0.09
ENSG00000160803	0.39	0.92
ENSG00000160808	0.11	0.00
ENSG00000160813	0.91	5.09
ENSG00000160818	0.48	0.35
ENSG00000160838	0.00	0.05
ENSG00000160856	0.00	0.00
ENSG00000160862	0.48	1.28
ENSG00000160867	0.34	0.23
ENSG00000160868	0.00	0.00
ENSG00000160870	0.01	0.00
ENSG00000160877	0.44	0.46
ENSG00000160882	0.00	0.00
ENSG00000160883	0.24	0.03
ENSG00000160886	0.01	0.00
ENSG00000160888	0.86	3.37
ENSG00000160908	0.90	0.71
ENSG00000160917	0.75	0.10
ENSG00000160932	1.80	0.20
ENSG00000160948	3.59	3.13
ENSG00000160949	0.06	0.25
ENSG00000160951	0.02	0.00
ENSG00000160953	0.78	1.45
ENSG00000160957	0.03	0.22
ENSG00000160959	0.69	3.29
ENSG00000160961	1.08	0.09
ENSG00000160963	0.00	0.00
ENSG00000160972	0.47	1.55
ENSG00000160973	0.00	0.00
ENSG00000160991	0.18	0.01
ENSG00000160993	0.48	0.12
ENSG00000160994	0.00	0.00
ENSG00000160999	0.03	0.13
ENSG00000161010	0.87	1.03
ENSG00000161011	11.85	10.36
ENSG00000161013	0.92	4.63
ENSG00000161016	57.88	28.58
ENSG00000161021	0.73	0.61
ENSG00000161031	0.00	0.00
ENSG00000161036	0.27	0.10
ENSG00000161040	0.06	0.13
ENSG00000161048	0.36	0.87
ENSG00000161055	0.00	17.64
ENSG00000161057	2.03	0.44
ENSG00000161082	0.01	0.00
ENSG00000161091	0.63	1.41
ENSG00000161133	0.00	0.00
ENSG00000161179	0.43	0.92
ENSG00000161180	0.01	0.00
ENSG00000161202	1.32	1.11
ENSG00000161203	6.19	2.33
ENSG00000161204	1.05	1.46
ENSG00000161217	1.73	2.85
ENSG00000161243	0.09	0.02
ENSG00000161249	0.17	0.11
ENSG00000161265	0.52	1.56
ENSG00000161267	0.22	0.46
ENSG00000161270	0.00	0.40
ENSG00000161277	0.51	0.21
ENSG00000161281	2.11	0.09
ENSG00000161298	0.47	0.04
ENSG00000161328	0.00	0.05
ENSG00000161381	0.29	1.73
ENSG00000161395	0.35	0.22
ENSG00000161405	0.01	0.07
ENSG00000161509	0.00	0.00
ENSG00000161513	0.24	1.06
ENSG00000161526	1.87	2.55
ENSG00000161533	1.10	0.63
ENSG00000161542	1.15	1.04
ENSG00000161544	0.55	0.47
ENSG00000161547	3.55	6.30
ENSG00000161551	0.70	0.42
ENSG00000161558	0.19	0.24
ENSG00000161594	0.03	0.00
ENSG00000161609	0.00	0.00
ENSG00000161610	0.00	0.00
ENSG00000161618	0.72	1.41
ENSG00000161634	0.00	0.00
ENSG00000161638	8.34	1.99
ENSG00000161640	0.07	2.31
ENSG00000161642	0.37	0.80
ENSG00000161647	0.15	0.51
ENSG00000161649	0.05	0.01
ENSG00000161652	0.00	0.00
ENSG00000161653	0.04	0.00
ENSG00000161654	1.31	0.68
ENSG00000161664	0.03	0.00
ENSG00000161671	1.08	0.69
ENSG00000161677	0.66	0.01
ENSG00000161681	0.03	0.00
ENSG00000161682	0.04	0.12
ENSG00000161692	0.13	0.05
ENSG00000161714	1.11	0.63
ENSG00000161791	0.35	0.19
ENSG00000161798	0.00	0.28
ENSG00000161800	0.68	0.28
ENSG00000161807	0.00	0.00
ENSG00000161813	1.60	1.14
ENSG00000161835	0.31	0.06
ENSG00000161847	0.48	0.49
ENSG00000161849	0.00	0.00
ENSG00000161850	0.00	0.00
ENSG00000161860	0.00	0.00
ENSG00000161888	0.05	0.00
ENSG00000161896	0.29	0.00
ENSG00000161904	1.10	3.31
ENSG00000161905	0.01	0.00
ENSG00000161911	0.00	0.00
ENSG00000161914	0.09	1.49
ENSG00000161920	0.96	1.83
ENSG00000161921	0.19	0.40
ENSG00000161929	0.03	0.00
ENSG00000161939	0.48	0.02
ENSG00000161940	0.02	0.00
ENSG00000161944	0.01	0.05
ENSG00000161955	0.80	0.35
ENSG00000161956	2.07	1.81
ENSG00000161958	0.01	0.35
ENSG00000161960	14.54	14.39
ENSG00000161970	163.45	55.47
ENSG00000161973	0.00	0.00
ENSG00000161980	0.19	0.05
ENSG00000161981	0.88	0.07
ENSG00000161992	0.00	0.00
ENSG00000161996	0.29	0.61
ENSG00000161999	2.12	2.75
ENSG00000162004	0.01	0.32
ENSG00000162006	0.00	0.00
ENSG00000162009	0.00	0.00
ENSG00000162032	1.73	1.72
ENSG00000162039	0.00	0.00
ENSG00000162040	0.00	0.00
ENSG00000162062	0.00	0.08
ENSG00000162063	0.02	0.03
ENSG00000162065	0.24	0.37
ENSG00000162066	0.69	1.73
ENSG00000162068	0.00	0.00
ENSG00000162069	0.01	1.33
ENSG00000162073	0.10	0.11
ENSG00000162076	1.80	1.40
ENSG00000162078	0.00	0.00
ENSG00000162086	0.93	0.56
ENSG00000162104	0.35	0.95
ENSG00000162105	0.24	3.05
ENSG00000162129	0.49	0.62
ENSG00000162139	0.13	0.76
ENSG00000162144	0.83	0.30
ENSG00000162148	0.09	0.00
ENSG00000162174	0.37	1.30
ENSG00000162188	0.04	0.00
ENSG00000162191	6.22	1.77
ENSG00000162194	0.10	0.01
ENSG00000162222	0.68	0.02
ENSG00000162227	0.37	0.32
ENSG00000162231	0.93	1.87
ENSG00000162236	0.76	0.44
ENSG00000162241	0.25	0.03
ENSG00000162244	64.67	37.24
ENSG00000162267	0.01	0.21
ENSG00000162298	0.48	0.84
ENSG00000162300	1.20	1.39
ENSG00000162302	0.54	2.30
ENSG00000162337	0.81	1.45
ENSG00000162341	0.44	0.40
ENSG00000162344	0.00	0.00
ENSG00000162365	0.00	0.00
ENSG00000162366	0.01	6.55
ENSG00000162367	0.09	0.00
ENSG00000162368	4.09	1.57
ENSG00000162373	0.32	1.09
ENSG00000162374	0.33	0.00
ENSG00000162377	0.22	0.15
ENSG00000162378	2.20	0.74
ENSG00000162383	0.00	0.01
ENSG00000162384	2.67	1.19
ENSG00000162385	0.99	0.09
ENSG00000162390	0.49	1.95
ENSG00000162391	0.00	0.00
ENSG00000162396	0.16	0.01
ENSG00000162398	0.00	0.00
ENSG00000162399	0.00	0.00
ENSG00000162402	1.36	0.92
ENSG00000162407	3.83	1.83
ENSG00000162408	0.50	2.13
ENSG00000162409	0.71	0.27
ENSG00000162413	2.01	1.35
ENSG00000162415	0.12	0.01
ENSG00000162419	0.19	0.15
ENSG00000162426	0.04	0.00
ENSG00000162430	0.44	0.41
ENSG00000162433	1.06	0.76
ENSG00000162434	3.08	1.93
ENSG00000162437	0.49	0.54
ENSG00000162438	0.00	0.00
ENSG00000162441	0.84	0.06
ENSG00000162444	0.28	0.00
ENSG00000162456	0.00	0.00
ENSG00000162458	1.40	1.27
ENSG00000162460	0.00	0.05
ENSG00000162461	0.01	0.00
ENSG00000162482	0.02	3.34
ENSG00000162490	0.01	0.00
ENSG00000162493	0.36	0.17
ENSG00000162494	0.00	0.00
ENSG00000162496	2.02	2.31
ENSG00000162510	0.01	0.00
ENSG00000162511	1.40	0.24
ENSG00000162512	1.24	0.69
ENSG00000162517	1.90	1.63
ENSG00000162520	0.63	0.35
ENSG00000162521	3.33	4.34
ENSG00000162522	0.12	1.94
ENSG00000162526	0.06	0.00
ENSG00000162542	0.62	3.85
ENSG00000162543	0.41	0.18
ENSG00000162545	0.70	0.32
ENSG00000162551	0.01	0.02
ENSG00000162552	0.01	0.02
ENSG00000162571	0.00	0.00
ENSG00000162572	0.14	0.08
ENSG00000162576	2.22	1.48
ENSG00000162585	1.28	3.81
ENSG00000162591	0.12	0.93
ENSG00000162592	0.00	0.00
ENSG00000162594	0.00	0.00
ENSG00000162595	0.05	0.15
ENSG00000162598	0.00	0.00
ENSG00000162599	2.52	2.41
ENSG00000162600	1.98	0.68
ENSG00000162601	0.89	0.39
ENSG00000162604	2.05	4.16
ENSG00000162607	1.00	0.12
ENSG00000162613	2.23	7.52
ENSG00000162614	3.01	1.44
ENSG00000162616	1.08	0.43
ENSG00000162618	0.26	0.34
ENSG00000162620	0.01	0.00
ENSG00000162621	0.00	0.00
ENSG00000162623	0.89	0.48
ENSG00000162624	0.00	0.00
ENSG00000162627	1.07	0.63
ENSG00000162630	0.31	0.01
ENSG00000162631	0.92	0.01
ENSG00000162636	0.41	0.39
ENSG00000162639	0.08	0.05
ENSG00000162641	0.06	0.00
ENSG00000162642	0.58	0.88
ENSG00000162643	0.01	0.01
ENSG00000162645	3.22	1.50
ENSG00000162650	0.07	0.09
ENSG00000162654	0.28	0.04
ENSG00000162664	0.56	0.69
ENSG00000162669	0.12	0.01
ENSG00000162670	0.01	0.00
ENSG00000162676	0.01	0.77
ENSG00000162687	0.07	0.07
ENSG00000162688	0.89	0.76
ENSG00000162692	0.51	0.03
ENSG00000162694	0.58	0.75
ENSG00000162695	0.35	0.11
ENSG00000162702	0.46	0.40
ENSG00000162704	2.69	1.66
ENSG00000162706	0.45	0.23
ENSG00000162711	0.04	0.00
ENSG00000162714	1.03	0.40
ENSG00000162722	0.04	0.00
ENSG00000162723	0.00	0.00
ENSG00000162727	0.00	0.00
ENSG00000162728	0.01	0.00
ENSG00000162729	0.33	0.11
ENSG00000162733	6.46	2.88
ENSG00000162734	2.77	1.69
ENSG00000162735	1.50	2.61
ENSG00000162736	1.38	2.21
ENSG00000162738	0.09	0.01
ENSG00000162739	0.00	0.30
ENSG00000162745	0.41	0.04
ENSG00000162746	0.01	0.00
ENSG00000162747	0.12	0.00
ENSG00000162753	0.00	0.00
ENSG00000162755	0.33	0.03
ENSG00000162757	0.04	0.08
ENSG00000162761	0.00	0.00
ENSG00000162763	0.00	0.00
ENSG00000162769	0.08	0.24
ENSG00000162771	0.01	0.00
ENSG00000162772	0.09	1.35
ENSG00000162775	0.73	0.89
ENSG00000162777	0.16	0.56
ENSG00000162779	0.01	0.00
ENSG00000162782	0.00	0.01
ENSG00000162783	0.26	0.31
ENSG00000162804	0.42	0.46
ENSG00000162813	0.51	0.47
ENSG00000162814	0.00	0.00
ENSG00000162817	0.25	0.52
ENSG00000162819	1.45	0.99
ENSG00000162825	0.01	0.27
ENSG00000162836	0.78	0.54
ENSG00000162843	0.00	0.00
ENSG00000162849	0.03	0.02
ENSG00000162851	0.39	0.78
ENSG00000162852	0.74	0.37
ENSG00000162869	1.27	3.19
ENSG00000162873	0.04	0.07
ENSG00000162877	0.01	0.11
ENSG00000162878	2.85	1.80
ENSG00000162881	0.01	0.00
ENSG00000162882	0.07	0.02
ENSG00000162885	1.08	0.64
ENSG00000162889	0.91	1.53
ENSG00000162891	0.00	0.00
ENSG00000162892	0.00	0.00
ENSG00000162894	0.03	0.10
ENSG00000162896	0.26	7.09
ENSG00000162897	0.00	0.00
ENSG00000162909	2.22	8.45
ENSG00000162910	2.55	2.24
ENSG00000162913	0.00	0.00
ENSG00000162923	1.95	2.03
ENSG00000162924	0.35	1.66
ENSG00000162927	0.14	0.18
ENSG00000162928	0.99	0.48
ENSG00000162929	0.52	0.21
ENSG00000162931	0.00	0.14
ENSG00000162944	0.28	0.01
ENSG00000162946	0.27	0.04
ENSG00000162949	0.00	1.29
ENSG00000162951	0.06	0.00
ENSG00000162959	1.11	0.24
ENSG00000162961	1.92	0.12
ENSG00000162971	0.17	0.10
ENSG00000162972	0.57	0.69
ENSG00000162975	0.03	0.00
ENSG00000162976	2.02	0.58
ENSG00000162980	1.30	2.23
ENSG00000162981	0.16	0.22
ENSG00000162989	0.00	0.00
ENSG00000162992	0.00	0.00
ENSG00000162994	0.21	0.08
ENSG00000162998	0.23	1.92
ENSG00000162999	0.15	0.45
ENSG00000163001	0.95	1.75
ENSG00000163002	0.42	0.97
ENSG00000163006	0.05	0.58
ENSG00000163012	0.00	0.00
ENSG00000163013	0.08	0.09
ENSG00000163017	161.30	66.87
ENSG00000163026	0.20	0.58
ENSG00000163029	0.30	1.51
ENSG00000163032	0.01	0.49
ENSG00000163040	0.27	0.01
ENSG00000163041	12.71	5.32
ENSG00000163046	0.00	0.00
ENSG00000163050	1.63	2.79
ENSG00000163053	0.02	0.01
ENSG00000163060	0.00	0.00
ENSG00000163064	0.00	0.00
ENSG00000163069	2.61	0.59
ENSG00000163071	0.09	0.11
ENSG00000163072	0.35	1.57
ENSG00000163075	0.00	0.03
ENSG00000163081	0.00	0.00
ENSG00000163082	0.03	1.14
ENSG00000163083	0.03	0.02
ENSG00000163092	0.00	0.00
ENSG00000163093	0.26	0.13
ENSG00000163098	0.00	0.00
ENSG00000163104	0.60	0.32
ENSG00000163106	0.06	0.00
ENSG00000163110	6.23	1.95
ENSG00000163114	0.00	0.00
ENSG00000163116	0.02	0.02
ENSG00000163121	0.01	0.00
ENSG00000163125	0.56	0.37
ENSG00000163126	0.05	0.08
ENSG00000163131	1.58	0.13
ENSG00000163132	0.02	0.00
ENSG00000163138	0.97	5.00
ENSG00000163141	0.00	0.00
ENSG00000163145	0.46	1.65
ENSG00000163154	0.17	0.00
ENSG00000163155	0.54	0.11
ENSG00000163156	0.49	0.10
ENSG00000163157	0.03	0.00
ENSG00000163159	1.38	1.38
ENSG00000163161	0.90	0.83
ENSG00000163162	1.12	0.79
ENSG00000163166	0.79	2.39
ENSG00000163170	1.16	2.52
ENSG00000163171	1.24	2.01
ENSG00000163191	3.04	0.56
ENSG00000163202	0.00	0.00
ENSG00000163206	0.00	0.00
ENSG00000163207	0.00	0.00
ENSG00000163209	0.00	0.01
ENSG00000163214	0.45	0.35
ENSG00000163216	0.00	0.00
ENSG00000163217	0.00	0.00
ENSG00000163218	0.00	0.00
ENSG00000163219	0.16	0.00
ENSG00000163220	7.07	2.80
ENSG00000163221	0.00	0.02
ENSG00000163235	0.09	0.02
ENSG00000163239	0.07	0.00
ENSG00000163249	0.50	0.25
ENSG00000163251	1.01	0.82
ENSG00000163254	0.00	0.00
ENSG00000163257	0.76	0.27
ENSG00000163263	0.00	0.00
ENSG00000163273	0.00	0.00
ENSG00000163281	0.94	0.19
ENSG00000163283	0.00	0.01
ENSG00000163285	0.00	0.00
ENSG00000163286	0.00	0.00
ENSG00000163288	0.01	0.00
ENSG00000163291	0.48	0.07
ENSG00000163293	0.01	0.00
ENSG00000163295	0.00	0.00
ENSG00000163297	5.32	1.56
ENSG00000163312	0.61	0.32
ENSG00000163319	0.57	0.39
ENSG00000163320	2.27	0.74
ENSG00000163322	0.52	0.08
ENSG00000163328	0.82	0.76
ENSG00000163331	0.13	0.00
ENSG00000163344	0.40	1.06
ENSG00000163346	5.01	2.09
ENSG00000163347	0.01	0.00
ENSG00000163348	0.42	1.26
ENSG00000163349	1.41	0.76
ENSG00000163352	0.00	0.26
ENSG00000163354	0.01	0.00
ENSG00000163357	0.00	0.02
ENSG00000163359	11.70	3.25
ENSG00000163362	0.04	1.52
ENSG00000163374	5.25	1.59
ENSG00000163376	0.04	0.01
ENSG00000163377	0.01	0.04
ENSG00000163378	1.63	0.99
